id,ImageID,PredictionString_pred
486,sylhet1_49795,"0.0 0.9505183696746826 0.16748422384262085 0.009854346513748169 0.6466784477233887 0.9792940616607666,0.0 0.8533079624176025 0.0005702301859855652 0.009660720825195312 0.16886048018932343 0.9847697019577026,0.0 0.7500259876251221 0.8764953836798668 0.19201251864433289 0.12311477959156036 0.18550854921340942"
487,khulna4_3720,"0.0 0.9287406206130981 0.414258673787117 0.0073150694370269775 0.25856515765190125 0.5777372717857361,7.0 0.89119952917099 0.24125701747834682 0.10670055449008942 0.05500965192914009 0.27226534485816956,7.0 0.8758684396743774 0.82471714168787 0.0068337321281433105 0.1729133576154709 0.9703521728515625,0.0 0.5954844951629639 0.8599028941243887 0.11560304462909698 0.033951569348573685 0.0813104510307312,0.0 0.5947114825248718 0.8895979151129723 0.0 0.11004181206226349 0.9775205850601196,0.0 0.5181401968002319 0.8079019784927368 0.13462289236485958 0.032131195068359375 0.05456458404660225"
488,chittagong_night1_16920,3.0 0.8079143762588501 0.020933248102664948 0.6660163998603821 0.1891912966966629 0.18497121334075928
489,khulna7_17010,"7.0 0.9792977571487427 0.696674719452858 0.3212674558162689 0.30332526564598083 0.6772022843360901,0.0 0.8424301147460938 0.6916093695908785 0.2547146640717983 0.039664652198553085 0.08638966828584671,0.0 0.8361853361129761 0.7153545916080475 0.007287442684173584 0.2846453785896301 0.9857715368270874,6.0 0.7171227335929871 0.672335552982986 0.30053757317364216 0.017308617010712624 0.037193384021520615,6.0 0.5176294445991516 0.6727660531178117 0.2863648049533367 0.016637517139315605 0.04962310940027237,7.0 0.5025615692138672 0.6724876165390015 0.26705619134008884 0.016789913177490234 0.055116187781095505,11.0 0.500145435333252 0.7298861742019653 0.2292502038180828 0.044907569885253906 0.08549682050943375"
490,chittagong_night1_1020,7.0 0.6069585680961609 0.1737571731209755 0.6182333379983902 0.06981603801250458 0.27494415640830994
491,chittagong_bohoddarhat2_8437,"0.0 0.8432978391647339 0.3817818872630596 0.6259414851665497 0.04533062130212784 0.09928566217422485,3.0 0.7542352080345154 0.43576618283987045 0.6281357407569885 0.045378878712654114 0.08324646949768066,7.0 0.5751625895500183 0.34202143643051386 0.6332843787968159 0.02630084566771984 0.11576368659734726"
492,sherpur3_1479,"0.0 0.8606933355331421 0.0 0.5351840257644653 0.1488548219203949 0.42917823791503906,9.0 0.8529719710350037 0.2788718193769455 0.6889975257217884 0.068016916513443 0.11767645925283432,0.0 0.7733250856399536 0.32264204509556293 0.6393040493130684 0.05068721994757652 0.13057635724544525,0.0 0.7361765503883362 0.4428233318030834 0.630730826407671 0.04206714779138565 0.11569925397634506,3.0 0.7339971661567688 0.37950656563043594 0.6265064366161823 0.05084727704524994 0.10988464206457138,0.0 0.7218585014343262 0.47515638545155525 0.6313376352190971 0.06331189721822739 0.1525811105966568,0.0 0.6986656188964844 0.13956061750650406 0.5950530618429184 0.09049959480762482 0.2176530659198761,0.0 0.6878353953361511 0.6323565989732742 0.5436510890722275 0.361848920583725 0.4510946571826935,7.0 0.5674538016319275 0.579637810587883 0.5588473677635193 0.13819542527198792 0.4180777072906494"
493,khulna6_6840,"0.0 0.9495682120323181 0.7614349201321602 0.009867846965789795 0.23856507241725922 0.9868038892745972,0.0 0.9150347113609314 0.4893350452184677 0.07100456953048706 0.14191332459449768 0.38181841373443604,11.0 0.898708701133728 0.05121508240699768 0.002747461199760437 0.3373693525791168 0.45497697591781616"
494,sherpur1_5829,0 0 0 0 0 0
495,sylhet2_20650,"9.0 0.9524769186973572 0.506134144961834 0.03647008538246155 0.19800855219364166 0.5242049694061279,9.0 0.7323213815689087 0.3106975704431534 0.23265306651592255 0.14198723435401917 0.20729294419288635,7.0 0.7237590551376343 0.49567997455596924 0.14875012636184692 0.03432273864746094 0.16293013095855713,8.0 0.6334474682807922 0.6840631365776062 0.031196415424346924 0.1865004301071167 0.3325185179710388"
496,sherpur3_2001,"0.0 0.8650699257850647 0.35080596059560776 0.5799400806427002 0.03672380745410919 0.10029387474060059,9.0 0.7592456340789795 0.2123832106590271 0.66731858253479 0.12303459644317627 0.19690263271331787,0.0 0.7413797378540039 0.0014734789729118347 0.5343849360942841 0.17524738609790802 0.3717401623725891,0.0 0.6821088194847107 0.2921418286859989 0.5973356701433659 0.05198650807142258 0.10943179577589035,7.0 0.6145749688148499 0.7903195805847645 0.536930575966835 0.09436067193746567 0.4176095426082611,7.0 0.5124998092651367 0.4168048435822129 0.5888739377260208 0.020397378131747246 0.09737345576286316"
497,khulna7_8820,"7.0 0.9804023504257202 0.690941795706749 0.3568786382675171 0.30818119645118713 0.6431213617324829,11.0 0.8531248569488525 0.5525949820876122 0.25385646522045135 0.07392807304859161 0.12995728850364685,0.0 0.8154046535491943 0.6757247569039464 0.28948370553553104 0.019646262750029564 0.050902049988508224,0.0 0.8009434342384338 0.7162437792867422 0.2908494397997856 0.028197098523378372 0.061993494629859924,0.0 0.7934603691101074 0.7284294217824936 0.008971482515335083 0.27143993973731995 0.9841691851615906"
498,chittagong_night1_6900,"0.0 0.9075490236282349 0.7660385891795158 0.6383907794952393 0.15776921808719635 0.2769707441329956,0.0 0.7860719561576843 0.6462014354765415 0.701498381793499 0.044244639575481415 0.0966118723154068,11.0 0.5011417865753174 0.5653215106576681 0.6523573994636536 0.058282602578401566 0.13087022304534912"
499,dhaka2_1080,"2.0 0.903459906578064 0.16750440746545792 0.28821973502635956 0.2278677076101303 0.3766758143901825,2.0 0.8960129618644714 0.386720173060894 0.2837309092283249 0.15934200584888458 0.3345147669315338,0.0 0.8725059628486633 0.0005588531494140625 0.35796642303466797 0.18603284657001495 0.639923095703125"
500,sylhet4_6844,"0.0 0.934664785861969 0.5928865522146225 0.23546434938907623 0.14369049668312073 0.29302045702934265,9.0 0.8797591328620911 0.5133676193654537 0.2766106054186821 0.08187157660722733 0.2110176831483841,0.0 0.8496696949005127 0.15552198141813278 0.27304065227508545 0.16950292885303497 0.2933276295661926,0.0 0.8418379426002502 0.4315507151186466 0.2798617258667946 0.06655292958021164 0.18111447989940643,7.0 0.6744140982627869 0.39276934415102005 0.275748535990715 0.04553245007991791 0.25240036845207214,7.0 0.6061424016952515 0.3368038460612297 0.26756957173347473 0.0513736754655838 0.26382339000701904,0.0 0.6059494018554688 0.4938046569004655 0.29575934261083603 0.02645416371524334 0.08575738966464996"
501,sherpur1_1653,"0.0 0.8670658469200134 0.04237062484025955 0.44503267109394073 0.1288042813539505 0.31526610255241394,11.0 0.7297003865242004 0.5222513601183891 0.42164429277181625 0.1930418163537979 0.24709244072437286,7.0 0.6971691250801086 0.23773735389113426 0.46892836689949036 0.09866238385438919 0.26095229387283325,6.0 0.6827005743980408 0.2465585507452488 0.6431534513831139 0.07601248472929001 0.21722586452960968,9.0 0.6603698134422302 0.4295540302991867 0.5695609748363495 0.08685007691383362 0.14788693189620972,7.0 0.641528308391571 0.40398455783724785 0.5165181048214436 0.021857835352420807 0.10099317878484726,11.0 0.6197425723075867 0.5130168944597244 0.3998565524816513 0.34820863604545593 0.2871275246143341,0.0 0.6137523651123047 0.32130111940205097 0.5174091123044491 0.03278246149420738 0.08302611857652664,0.0 0.5924298763275146 0.3536599390208721 0.5202846899628639 0.025562860071659088 0.06713132560253143,7.0 0.5449340343475342 0.46232234686613083 0.5302600935101509 0.042662814259529114 0.12761162221431732,7.0 0.5327225923538208 0.0013215579092502594 0.47648167610168457 0.04485870897769928 0.2654682397842407,11.0 0.5302060842514038 0.7032041102647781 0.3945784568786621 0.15603956580162048 0.2921866178512573,11.0 0.5146809220314026 0.4147634878754616 0.45452941954135895 0.10580264031887054 0.2149805724620819"
502,dhaka2_29340,"2.0 0.9359127283096313 0.0 0.18963104486465454 0.23639485239982605 0.6353714466094971,3.0 0.8081512451171875 0.474837826564908 0.48386261612176895 0.03239479288458824 0.05352155864238739,2.0 0.755412220954895 0.5655696056783199 0.34436044842004776 0.08930403739213943 0.2142069786787033,2.0 0.7140952348709106 0.6228322833776474 0.0 0.3771677315235138 0.6617323160171509,7.0 0.7007832527160645 0.3139057904481888 0.48202093690633774 0.024539440870285034 0.11787159740924835,9.0 0.6733720898628235 0.507185684517026 0.4585202857851982 0.060210611671209335 0.12839795649051666,7.0 0.5779150724411011 0.4201636668294668 0.48677098378539085 0.01842670515179634 0.07626224309206009,7.0 0.5107276439666748 0.34063315764069557 0.4906611442565918 0.020790450274944305 0.10146880149841309"
503,maowa_expressway2_19647,"6.0 0.6898015141487122 0.5371975172311068 0.5887777805328369 0.0320829413831234 0.08262848854064941,11.0 0.5085376501083374 0.42271969839930534 0.5437396485358477 0.021288491785526276 0.05182867869734764"
504,dhaka2_17160,"3.0 0.9590497612953186 0.0013832300901412964 0.5088580101728439 0.3493475914001465 0.484928160905838,11.0 0.6527231931686401 0.2936237119138241 0.4796004593372345 0.0964360311627388 0.23610693216323853"
505,sylhet2_1062,"2.0 0.9165050983428955 0.0 0.0 0.4387017488479614 0.6884481906890869,7.0 0.8538922667503357 0.6242884621024132 0.2145000845193863 0.06955833733081818 0.23364350199699402,2.0 0.834012508392334 0.41183827817440033 0.012742534279823303 0.16107067465782166 0.4284413754940033,7.0 0.8155106902122498 0.554574572481215 0.25291987508535385 0.02879161946475506 0.1652943640947342,6.0 0.8130452036857605 0.6206172667443752 0.2959197834134102 0.07627392560243607 0.2158999890089035,2.0 0.7545682787895203 0.5624577887356281 0.16812127828598022 0.09647776931524277 0.17580276727676392,0.0 0.6134647727012634 0.6612250190228224 0.23244070261716843 0.05144405737519264 0.155334010720253,6.0 0.5823465585708618 0.7197803724557161 0.29640547186136246 0.03782501444220543 0.09743361175060272,7.0 0.5039345622062683 0.7203650735318661 0.2535051256418228 0.034703321754932404 0.10639622807502747"
506,sylhet4_7139,"0.0 0.8817993998527527 0.40967756509780884 0.05026900768280029 0.25575733184814453 0.521144688129425,7.0 0.8510899543762207 0.18844066560268402 0.010107994079589844 0.31113407015800476 0.9738793969154358,3.0 0.8296143412590027 0.69138403236866 0.13311338424682617 0.3086160123348236 0.3981713056564331,11.0 0.8047927021980286 0.6462260149419308 0.10634200274944305 0.06593424826860428 0.19124630093574524,0.0 0.7898353934288025 0.13876375183463097 0.1478327512741089 0.09984449297189713 0.3155955672264099,6.0 0.6912857294082642 0.11058853566646576 0.266157329082489 0.3976280987262726 0.7234628200531006,7.0 0.5054202079772949 0.10436120815575123 0.1622958779335022 0.03916090354323387 0.19699519872665405"
507,mymensingh2_5307,"0.0 0.9205752015113831 0.3648221641778946 0.0 0.4990083873271942 0.9971479177474976,9.0 0.81028151512146 0.0 0.04163411259651184 0.061014220118522644 0.5432934761047363,2.0 0.6402732729911804 0.04667387902736664 0.005106419324874878 0.33957844972610474 0.5866515636444092,7.0 0.6283848881721497 0.853838823735714 0.15481401234865189 0.03421802818775177 0.2176802009344101,7.0 0.5771772265434265 0.9330845465883613 0.22394192218780518 0.02404976077377796 0.09313666820526123"
508,rajshahi1_840,"7.0 0.6744558215141296 0.5459381099790335 0.5760838948190212 0.024692345410585403 0.09908176213502884,7.0 0.5547993183135986 0.47122804541140795 0.5641892440617085 0.018951987847685814 0.06683316081762314,3.0 0.5436879396438599 0.37256371323019266 0.5770168118178844 0.02441091649234295 0.040057457983493805"
509,sylhet4_10089,"9.0 0.9567593932151794 0.5727808475494385 0.0038022994995117188 0.42456018924713135 0.9961977005004883,7.0 0.8512834310531616 0.17518572509288788 0.19155122339725494 0.06973671913146973 0.3597981631755829,7.0 0.8099725842475891 0.0761952605098486 0.202317014336586 0.05333006754517555 0.32858768105506897,7.0 0.7906267642974854 0.5328444000333548 0.20037498325109482 0.02836303785443306 0.13900257647037506,7.0 0.7711937427520752 0.11754240095615387 0.1915554404258728 0.07250627875328064 0.41374582052230835,7.0 0.6889997720718384 0.25997805036604404 0.2052299827337265 0.06027640029788017 0.2866639792919159,7.0 0.6550399661064148 0.0070088692009449005 0.21549014747142792 0.061536744236946106 0.3337463438510895,7.0 0.6156970858573914 0.35951483994722366 0.12979674339294434 0.13168774545192719 0.5313873887062073,7.0 0.5950480103492737 0.4143616817891598 0.1465962678194046 0.07890892773866653 0.3866700232028961"
510,dhaka_night3_20414,3.0 0.8237422704696655 0.3760809749364853 0.6342164054512978 0.1537792980670929 0.2304329127073288
511,sylhet4_31270,"9.0 0.9574576020240784 0.3729720711708069 0.012875407934188843 0.29270434379577637 0.820536732673645,6.0 0.9058663845062256 0.8921549879014492 0.21310244500637054 0.10683060437440872 0.2852650582790375,9.0 0.8550878763198853 0.6744658648967743 0.17512201517820358 0.045654237270355225 0.11608178913593292,7.0 0.7450070381164551 0.9011373855173588 0.10737498104572296 0.09607773274183273 0.3065190613269806,7.0 0.6560538411140442 0.7307840101420879 0.17909248545765877 0.01812133938074112 0.08881985396146774,7.0 0.6116346120834351 0.8752234093844891 0.15884900093078613 0.03155098110437393 0.17342159152030945"
512,sherpur3_6264,"3.0 0.7944409251213074 0.8127172812819481 0.42848148941993713 0.1872827559709549 0.5594496130943298,0.0 0.7745136022567749 0.4037655107676983 0.512169573456049 0.02831421047449112 0.07521074265241623,0.0 0.6937485933303833 0.34682053700089455 0.5317988283932209 0.018439166247844696 0.03704025596380234,7.0 0.6401311755180359 0.5504229664802551 0.48709096014499664 0.06250381469726562 0.22122880816459656"
513,maowa_expressway3_3186,"3.0 0.8787134289741516 0.35761938244104385 0.6742189899086952 0.0890180915594101 0.1279767006635666,6.0 0.7101901769638062 0.7478543259203434 0.749974749982357 0.09667377918958664 0.1879018098115921,7.0 0.6259124875068665 0.7488043829798698 0.6521231904625893 0.07701124250888824 0.2150314301252365"
514,chittagong_bohoddarhat2_8496,"3.0 0.6788174510002136 0.4492974802851677 0.5458968356251717 0.11139263212680817 0.19396232068538666,1.0 0.6185441613197327 0.29808783158659935 0.6663126423954964 0.04330451041460037 0.1314459890127182,0.0 0.6065237522125244 0.37662820890545845 0.5901907309889793 0.03999122232198715 0.0924733430147171,7.0 0.5369735360145569 0.29544578306376934 0.5637394338846207 0.04907277598977089 0.23018154501914978"
515,mymensingh2_2610,"0.0 0.8987595438957214 0.5469597317278385 0.11308138817548752 0.05983429402112961 0.18156708776950836,7.0 0.8759503960609436 0.2898781690746546 0.15842454135417938 0.04744784161448479 0.22223696112632751,3.0 0.7862364053726196 0.36690713465213776 0.17431584000587463 0.06763306260108948 0.10925319790840149,7.0 0.7612971663475037 0.3469064189121127 0.16775541752576828 0.028646597638726234 0.12439335882663727,0.0 0.7462560534477234 0.49789284728467464 0.1513674445450306 0.03334738686680794 0.08480703085660934,6.0 0.5803234577178955 0.21083207800984383 0.20942877978086472 0.08918579667806625 0.1271982342004776"
516,maowa_expressway2_48911,7.0 0.5181361436843872 0.05425920896232128 0.6539945676922798 0.03246762230992317 0.11694906651973724
517,chittagong_bohoddarhat2_9263,"0.0 0.8605660796165466 0.4233944043517113 0.6261027753353119 0.09219427406787872 0.20555764436721802,0.0 0.8413325548171997 0.5104266479611397 0.6944387629628181 0.03751014173030853 0.0972052663564682,3.0 0.7601411938667297 0.6024806965142488 0.7224373519420624 0.05404415354132652 0.08261209726333618,11.0 0.6250262260437012 0.654351718723774 0.6971684843301773 0.12738190591335297 0.16110500693321228"
518,chuadanga_sirajganj1_0,"0.0 0.8540831208229065 0.7977727577090263 0.4050354175269604 0.09978128969669342 0.06769142299890518,1.0 0.6109170913696289 0.6890787221491337 0.442713838070631 0.04505937546491623 0.04516039043664932,7.0 0.5920231342315674 0.6867532096803188 0.4156764689832926 0.05325520783662796 0.05435295030474663,9.0 0.5738489031791687 0.003483027219772339 0.4248564876616001 0.1299610435962677 0.0896022841334343,7.0 0.5300965905189514 0.3709401870146394 0.4235192481428385 0.030672116205096245 0.05077094957232475"
519,sherpur1_2494,"9.0 0.9221787452697754 0.37652522325515747 0.3405721038579941 0.24789893627166748 0.34429219365119934,7.0 0.8536539673805237 0.0 0.2781820595264435 0.16548556089401245 0.6475644707679749,0.0 0.7892690300941467 0.7378268390893936 0.3000769764184952 0.2615836560726166 0.45115920901298523,7.0 0.688735842704773 0.48010438308119774 0.3428349494934082 0.07507611066102982 0.2644749879837036,7.0 0.6666695475578308 0.569693909958005 0.35690127313137054 0.05722561106085777 0.23437610268592834,6.0 0.6018938422203064 0.00046268850564956665 0.7444536089897156 0.1500246822834015 0.25236475467681885,0.0 0.5714461803436279 0.2472645528614521 0.36835020035505295 0.10082533210515976 0.17738868296146393,6.0 0.5404018759727478 0.00020539015531539917 0.5948607921600342 0.16207142174243927 0.4051392078399658"
520,khulna6_480,"0.0 0.9276721477508545 0.7678306773304939 0.014129310846328735 0.23022495210170746 0.9806616902351379,0.0 0.8322408199310303 0.7115816231817007 0.26064326614141464 0.023196984082460403 0.058867648243904114,9.0 0.7399070262908936 0.6555295940488577 0.3081120364367962 0.044953156262636185 0.063970185816288,7.0 0.552273690700531 0.5886783478781581 0.2670797575265169 0.01418771781027317 0.05690964683890343"
521,chittagong_bohoddarhat1_12272,0.0 0.6548386812210083 0.1070871353149414 0.4163569062948227 0.2749324440956116 0.4925920069217682
522,khulna4_24150,"7.0 0.8838395476341248 0.797920823097229 0.011460542678833008 0.20171451568603516 0.971193790435791,0.0 0.7395585775375366 0.6690521948039532 0.27621180936694145 0.044180966913700104 0.12181941419839859,0.0 0.6909667253494263 0.726150500588119 0.3038555756211281 0.03121318854391575 0.06624959409236908,0.0 0.6173995733261108 0.8483799323439598 0.010671228170394897 0.15162010490894318 0.9893288016319275,0.0 0.6168829202651978 0.8014183398336172 0.2667566165328026 0.057472992688417435 0.13221986591815948"
523,khulna6_8640,"0.0 0.9529843926429749 0.764259435236454 0.009816378355026245 0.23490791022777557 0.9827596545219421,11.0 0.8756034970283508 0.0 0.0 0.37489691376686096 0.789669394493103,7.0 0.714684009552002 0.3699835892766714 0.19008464366197586 0.030308056622743607 0.1410701721906662"
524,dhaka2_21780,"11.0 0.9264760613441467 0.3381618596613407 0.4796302020549774 0.10417633503675461 0.23574286699295044,0.0 0.9018908143043518 0.16132774204015732 0.5609238147735596 0.16642571985721588 0.33589816093444824,0.0 0.820754885673523 0.07485585287213326 0.5859957933425903 0.10301446169614792 0.27835285663604736"
525,dhaka2_13680,"9.0 0.8187919855117798 0.12079370953142643 0.5861503034830093 0.048433076590299606 0.1134931743144989,11.0 0.7052223086357117 0.41751453652977943 0.4793955832719803 0.05767136067152023 0.1264534890651703,6.0 0.656639575958252 0.3407904915511608 0.5836869738996029 0.036959268152713776 0.09471435099840164,7.0 0.6526803970336914 0.28053151816129684 0.5560005642473698 0.031768038868904114 0.09154301136732101,9.0 0.6090628504753113 0.6752616120502353 0.5051658004522324 0.027835974469780922 0.06574085354804993,6.0 0.5670344829559326 0.2817189618945122 0.598651684820652 0.03223724663257599 0.08462445437908173,7.0 0.5567455887794495 0.3402803000062704 0.5407960899174213 0.0320013053715229 0.09369935840368271,9.0 0.5334126353263855 0.7427716683596373 0.4893285222351551 0.03405240550637245 0.07118292897939682"
526,sylhet4_31447,"9.0 0.9670290946960449 0.1767204850912094 0.0 0.3691912591457367 0.9417259693145752,9.0 0.9658249616622925 0.504927970468998 0.15519126504659653 0.06527535617351532 0.19337697327136993,7.0 0.935982882976532 0.9197806492447853 0.15204398334026337 0.06066004931926727 0.27099600434303284,7.0 0.9325515627861023 0.15611252188682556 0.19857573509216309 0.05563753843307495 0.2851450443267822,9.0 0.9124739170074463 0.6191506236791611 0.15444613248109818 0.07080402970314026 0.1974458545446396,0.0 0.8761239051818848 0.7429943569004536 0.1716330610215664 0.07976176589727402 0.11489418894052505,7.0 0.6133358478546143 0.6449861638247967 0.15429885685443878 0.04357490688562393 0.15959402918815613"
527,maowa_expressway2_17228,11.0 0.5676187872886658 0.45811158791184425 0.498838871717453 0.06469231098890305 0.16287332773208618
528,maowa_expressway2_18526,0 0 0 0 0 0
529,khulna7_21240,"7.0 0.9411587119102478 0.7340620905160904 0.010611891746520996 0.2644445598125458 0.9778552055358887,0.0 0.8611114621162415 0.711626136675477 0.2364356592297554 0.04286212846636772 0.09627185761928558,0.0 0.7461695075035095 0.7896976917982101 0.009436696767807007 0.21030226349830627 0.9845544695854187"
530,mymensingh1_26052,"0.0 0.8987465500831604 0.28390620090067387 0.15045293420553207 0.05387179180979729 0.13709063827991486,6.0 0.8200233578681946 0.24195831082761288 0.214547760784626 0.051851291209459305 0.14798502624034882,7.0 0.7483333945274353 0.24176789447665215 0.15050462633371353 0.049219705164432526 0.17359142005443573"
531,khulna7_20220,"7.0 0.9251338839530945 0.7478175908327103 0.01354101300239563 0.2517838180065155 0.9747942090034485,0.0 0.8878763914108276 0.7239377237856388 0.22827991098165512 0.06750565022230148 0.14889831840991974,0.0 0.8204637765884399 0.6940581202507019 0.2594261933118105 0.025317668914794922 0.06024208292365074,0.0 0.6758626103401184 0.7894670441746712 0.009114235639572144 0.21003399789333344 0.9868631958961487"
532,mymensingh5_1652,"9.0 0.9144660234451294 0.2044137567281723 0.0 0.3224652111530304 0.7443438172340393,7.0 0.8367329835891724 0.6766656339168549 0.01906830072402954 0.16484147310256958 0.5836981534957886,0.0 0.8128681778907776 0.5324691012501717 0.1240934208035469 0.03165839612483978 0.08039389550685883,6.0 0.8054103255271912 0.6485151574015617 0.2559128701686859 0.18690873682498932 0.484127402305603,9.0 0.63711017370224 0.5735819917172194 0.1260679066181183 0.04606247320771217 0.11672240495681763,7.0 0.5040398836135864 0.5871066367253661 0.10400870069861412 0.029493587091565132 0.12111968547105789"
533,sylhet4_649,"0.0 0.9148799180984497 0.5292526930570602 0.24278593063354492 0.12365284562110901 0.25295490026474,0.0 0.8830415606498718 0.7645958513021469 0.18539421260356903 0.17129746079444885 0.3149246275424957,3.0 0.8681171536445618 0.6700792759656906 0.2545873373746872 0.10602226853370667 0.15244188904762268,0.0 0.6170065999031067 0.6481137946248055 0.2596706263720989 0.032996878027915955 0.07697764784097672,9.0 0.5249738097190857 0.002240970730781555 0.560827910900116 0.36977720260620117 0.4347890615463257"
534,sylhet4_28556,"9.0 0.9516657590866089 0.4960455149412155 0.0040693581104278564 0.33834198117256165 0.809110164642334,11.0 0.9163131713867188 0.7628123387694359 0.02217721939086914 0.1813250333070755 0.3615555465221405,9.0 0.9083933234214783 0.23548518121242523 0.07681304216384888 0.233294278383255 0.5518520474433899,7.0 0.8064063191413879 0.21499888226389885 0.08162829279899597 0.07322845607995987 0.44704532623291016,7.0 0.792404055595398 0.1128343865275383 0.08749711513519287 0.0758376270532608 0.3867960572242737,7.0 0.7611472010612488 0.0 0.010510087013244629 0.08312328159809113 0.8052886724472046,6.0 0.5097029209136963 0.9507807996124029 0.18393800407648087 0.04881884530186653 0.19843034446239471"
535,sherpur1_7018,"0.0 0.880541205406189 0.4121794104576111 0.5962688140571117 0.031650543212890625 0.08665398508310318,0.0 0.7540919780731201 0.4466494591906667 0.6003996022045612 0.02459818683564663 0.0727861151099205,7.0 0.599170982837677 0.6349443774670362 0.6213444173336029 0.05060005560517311 0.21569150686264038,11.0 0.5012471675872803 0.377845061942935 0.6017707884311676 0.018928561359643936 0.04189187288284302"
536,dhaka4_2940,"9.0 0.8246888518333435 0.628588305786252 0.43418052420020103 0.04356231912970543 0.10701192170381546,1.0 0.6567760705947876 0.4428557511419058 0.4858743026852608 0.023546982556581497 0.08262108266353607,9.0 0.6163057088851929 0.4747114535421133 0.45733497105538845 0.026711273938417435 0.0588102824985981,7.0 0.6070159077644348 0.44194615446031094 0.45792577788233757 0.024420548230409622 0.09403160959482193"
537,dhaka2_29580,"7.0 0.9139671325683594 0.20183754712343216 0.4804924726486206 0.04064913094043732 0.20556640625,9.0 0.8849058151245117 0.03233134001493454 0.4460271745920181 0.1350383460521698 0.33311209082603455,0.0 0.8514202833175659 0.6970551908016205 0.0 0.3029448390007019 0.9982178807258606,0.0 0.7915140390396118 0.5427245274186134 0.44433072209358215 0.1173197478055954 0.2012203335762024,7.0 0.7105696797370911 0.26663222815841436 0.477487288415432 0.02937174029648304 0.1849023848772049,9.0 0.6994114518165588 0.3328316519036889 0.49443745240569115 0.030775008723139763 0.08653784543275833,7.0 0.6799532771110535 0.4774604011327028 0.4785035252571106 0.02708282694220543 0.11226212978363037,9.0 0.6752457022666931 0.38081322237849236 0.48543914407491684 0.049592114984989166 0.1110890656709671"
538,sylhet1_45465,"0.0 0.9400951266288757 0.6011893302202225 0.0674029290676117 0.3988107144832611 0.7265391945838928,0.0 0.8104885816574097 0.0 0.014287889003753662 0.4547262489795685 0.9820750951766968"
539,rajshahi4_1140,"1.0 0.8061633110046387 0.11336230672895908 0.580973856151104 0.039972733706235886 0.11150063574314117,9.0 0.6708715558052063 0.25076832715421915 0.5335464850068092 0.02741546742618084 0.06260494887828827,7.0 0.6353181004524231 0.11383074149489403 0.5265509858727455 0.03845963627099991 0.14837460219860077"
540,khulna7_20700,"7.0 0.9359586238861084 0.7536850422620773 0.011918455362319946 0.2463149130344391 0.9751083850860596,0.0 0.907056987285614 0.7433302272111177 0.193619042634964 0.05278387293219566 0.12177044153213501,0.0 0.7384085655212402 0.8026262372732162 0.010560691356658936 0.19737377762794495 0.9829792976379395"
541,khulna4_37110,"0.0 0.9508630633354187 0.547685369849205 0.16870245337486267 0.22093906998634338 0.4231263995170593,7.0 0.8348094820976257 0.8483505323529243 0.010645031929016113 0.15107499063014984 0.9575690627098083,0.0 0.7878214120864868 0.8315355414524674 0.24660100601613522 0.021733475849032402 0.048534054309129715,7.0 0.5514838695526123 0.7675038212910295 0.2467181459069252 0.01785869710147381 0.08493559062480927"
542,mymensingh1_12024,"9.0 0.9564858078956604 0.21326562762260437 0.005773305892944336 0.3362765908241272 0.8145298361778259,9.0 0.919987678527832 0.1820021327584982 0.06655798852443695 0.04787092283368111 0.16345417499542236"
543,sylhet4_20237,"0.0 0.9726547002792358 0.0 0.04660937190055847 0.4410289227962494 0.9380239844322205,0.0 0.9440438151359558 0.6518075913190842 0.11302834749221802 0.18777313828468323 0.38368213176727295,0.0 0.891480028629303 0.41639044135808945 0.12135696411132812 0.17655964195728302 0.4503438472747803,0.0 0.8218027353286743 0.8340725265443325 0.17825011909008026 0.08278656750917435 0.14907005429267883,0.0 0.5119763016700745 0.5768326390534639 0.18567562103271484 0.035865213721990585 0.21384435892105103,6.0 0.5056076049804688 0.9302813149988651 0.24339384585618973 0.06909065693616867 0.16153787076473236"
544,khulna6_5730,"0.0 0.934351921081543 0.7518223002552986 0.008837193250656128 0.2480522245168686 0.9834596514701843,0.0 0.9015939831733704 0.6288307551294565 0.20390824973583221 0.05554933473467827 0.15696987509727478,7.0 0.801246166229248 0.050990991294384 0.10296630859375 0.15504033863544464 0.5655912756919861,9.0 0.6686548590660095 8.492171764373779e-05 0.40735654532909393 0.25639405846595764 0.4147168695926666"
545,rajshahi2_1020,"0.0 0.8637159466743469 0.47304365038871765 0.3155703730881214 0.053118228912353516 0.1113109216094017,0.0 0.7753756642341614 0.299728911370039 0.31353769451379776 0.0446377769112587 0.11589907109737396,1.0 0.5335372686386108 0.5320305228233337 0.3548830822110176 0.04138469696044922 0.11463259160518646"
546,mymensingh1_83667,"0.0 0.9299918413162231 0.22769920527935028 0.03617259860038757 0.2494371235370636 0.7437934875488281,9.0 0.8980748057365417 0.6558473259210587 0.1005418598651886 0.24961015582084656 0.5052247643470764,9.0 0.8716160655021667 0.5245531871914864 0.16960951685905457 0.12804947793483734 0.2631703019142151,7.0 0.8383088707923889 0.7605060897767544 0.10405150055885315 0.09957505017518997 0.38180720806121826,7.0 0.6420016288757324 0.5815122835338116 0.1519429087638855 0.052602387964725494 0.20882004499435425,6.0 0.5016005039215088 0.17635486647486687 0.2562037743628025 0.040522195398807526 0.08114194124937057"
